transaction_id,card,merchant,gender,job,category,city,state,zip,trans_hour,trans_minute,trans_second,trans_year,trans_month,trans_day,distance,age,amt,city_pop,is_fraud
txn_0006271,card_0249,merchant_039,F,job_27,misc_net,city_39,S07,30197,9,48,56,2025,6,15,22.077,55.0,428.43,9730.0,0
txn_0001211,card_0357,merchant_041,M,job_17,shopping_net,city_37,S02,76072,17,1,15,2025,8,3,49.967,56.0,72.76,9479.0,0
txn_0006532,card_0402,merchant_115,F,job_22,gas_transport,city_02,S00,13175,6,54,36,2025,7,17,14.009,43.0,53.78,45975.0,0
txn_0007065,card_0002,merchant_149,M,job_07,misc_net,city_27,S03,23960,17,23,10,2025,4,7,38.82,45.0,894.74,53166.0,0
txn_0002343,card_0012,merchant_113,M,job_12,grocery_pos,city_40,S14,64844,5,44,21,2025,3,13,5.364,62.0,49.88,122514.0,0
txn_0006015,card_0538,merchant_075,M,job_10,grocery_pos,city_02,S13,89279,4,42,31,2025,5,12,32.911,78.0,111.39,30864.0,0
txn_0006723,card_0470,merchant_117,M,job_28,entertainment,city_19,S09,18743,13,46,46,2025,10,15,37.618,54.0,110.95,50297.0,0
txn_0000896,card_0021,merchant_065,F,job_18,health_fitness,city_45,S10,30012,21,30,48,2025,4,6,44.437,33.0,315.66,29305.0,0
txn_0004395,card_0174,merchant_071,M,job_14,personal_care,city_33,S05,48707,0,33,4,2025,2,1,40.425,39.0,108.22,3580.0,0
txn_0000522,card_0416,merchant_098,M,job_22,grocery_pos,city_27,S09,34368,9,40,11,2025,12,27,4.296,44.0,92.67,38043.0,0
txn_0006479,card_0897,merchant_135,F,job_05,shopping_net,city_25,S08,44933,9,13,8,2025,2,9,81.271,35.0,63.1,19040.0,0
txn_0001199,card_0673,merchant_086,F,job_26,entertainment,city_12,S07,38312,18,16,21,2025,11,22,6.082,18.0,64.38,42028.0,0
txn_0003265,card_0588,merchant_009,M,job_03,grocery_pos,city_57,S02,13776,19,4,29,2025,5,10,8.262,36.0,31.41,336544.0,0
txn_0007050,card_0731,merchant_043,F,job_28,health_fitness,city_48,S11,34330,22,31,5,2025,6,12,47.429,56.0,275.88,207616.0,0
txn_0003324,card_0054,merchant_113,F,job_25,grocery_pos,city_06,S14,70175,4,17,26,2025,7,26,12.401,58.0,62.2,13250.0,0
txn_0004432,card_0493,merchant_053,M,job_23,travel,city_44,S02,50043,10,36,26,2025,3,13,792.067,39.0,5190.72,38107.0,1
txn_0003008,card_0840,merchant_188,F,job_13,personal_care,city_14,S11,39359,17,44,44,2025,3,18,24.305,62.0,60.18,27315.0,0
txn_0006546,card_0468,merchant_073,F,job_30,shopping_net,city_07,S12,76421,18,52,14,2025,12,15,11.499,44.0,111.49,39760.0,0
txn_0001842,card_0451,merchant_049,M,job_12,gas_transport,city_33,S03,45466,8,0,12,2025,1,18,29.736,18.0,15.83,7445.0,0
txn_0002304,card_0844,merchant_172,F,job_06,entertainment,city_27,S00,76367,17,5,37,2025,6,3,28.656,47.0,46.51,83872.0,0
txn_0005985,card_0035,merchant_218,F,job_30,misc_net,city_08,S02,52529,19,12,4,2025,6,1,15.132,29.0,265.87,7904.0,0
txn_0006178,card_0072,merchant_108,F,job_15,grocery_pos,city_36,S03,62835,21,39,10,2025,10,3,12.514,53.0,28.24,64645.0,0
txn_0006890,card_0588,merchant_015,M,job_03,health_fitness,city_57,S02,13776,12,30,42,2025,8,8,34.423,36.0,185.91,336544.0,0
txn_0005773,card_0456,merchant_000,F,job_11,health_fitness,city_47,S11,86218,17,57,6,2025,2,4,69.07,48.0,273.76,19702.0,0
txn_0000940,card_0152,merchant_039,M,job_16,misc_net,city_04,S01,96449,9,17,56,2025,8,7,8.242,43.0,143.44,5972.0,0
txn_0005253,card_0897,merchant_132,F,job_05,misc_net,city_25,S08,44933,3,4,21,2025,2,16,32.531,35.0,63.69,19040.0,0
txn_0003257,card_0366,merchant_139,F,job_01,food_dining,city_18,S12,80676,15,23,23,2025,5,31,11.439,47.0,44.95,95079.0,0
txn_0006441,card_0580,merchant_055,F,job_04,grocery_pos,city_10,S01,68777,19,37,54,2025,11,2,16.384,65.0,32.46,12923.0,0
txn_0001391,card_0641,merchant_081,M,job_07,shopping_net,city_00,S04,34651,11,24,22,2025,12,24,17.768,59.0,76.87,11412.0,0
txn_0007081,card_0026,merchant_027,F,job_17,misc_net,city_06,S02,79385,13,42,11,2025,5,25,16.744,46.0,113.65,23326.0,0
txn_0004744,card_0783,merchant_043,F,job_25,health_fitness,city_39,S03,60747,7,35,38,2025,3,21,2.046,48.0,84.61,83766.0,0
txn_0001303,card_0771,merchant_164,M,job_18,shopping_pos,city_55,S11,25297,0,11,46,2025,3,20,21.143,43.0,337.77,8722.0,1
txn_0006248,card_0070,merchant_179,M,job_09,shopping_pos,city_02,S09,22964,20,29,44,2025,7,17,13.655,50.0,235.95,70559.0,0
txn_0000344,card_0183,merchant_044,M,job_17,entertainment,city_45,S00,78339,7,0,13,2025,4,9,7.633,37.0,101.04,89726.0,0
txn_0002395,card_0119,merchant_074,F,job_03,health_fitness,city_31,S10,33658,15,25,34,2025,2,16,22.872,40.0,118.08,66293.0,0
txn_0002261,card_0092,merchant_091,M,job_06,food_dining,city_52,S10,27570,19,46,20,2025,12,6,10.238,61.0,50.2,26536.0,0
txn_0002948,card_0806,merchant_076,M,job_31,entertainment,city_31,S12,33286,6,56,43,2025,12,7,37.062,18.0,22.18,4940.0,0
txn_0002857,card_0899,merchant_106,M,job_16,health_fitness,city_07,S09,41084,22,58,36,2025,10,2,38.804,52.0,92.51,6951.0,0
txn_0004610,card_0009,merchant_053,F,job_02,travel,city_57,S13,70726,7,49,50,2025,11,20,35.267,38.0,150.85,10797.0,0
txn_0007809,card_0242,merchant_053,F,job_29,travel,city_44,S11,60357,5,2,17,2025,2,9,12.472,30.0,649.64,131604.0,0
txn_0005327,card_0248,merchant_164,M,job_22,shopping_pos,city_45,S07,76637,1,24,2,2025,1,4,855.736,55.0,379.6,41744.0,0
txn_0001938,card_0425,merchant_115,F,job_06,gas_transport,city_37,S13,22580,20,25,5,2025,9,23,68.194,42.0,106.83,116799.0,0
txn_0007540,card_0001,merchant_150,M,job_01,gas_transport,city_28,S11,64929,7,51,8,2025,11,27,15.707,42.0,57.67,14440.0,0
txn_0004020,card_0702,merchant_085,F,job_26,shopping_net,city_45,S02,22007,20,46,6,2025,7,25,17.861,58.0,88.24,19523.0,0
txn_0003762,card_0511,merchant_172,M,job_17,entertainment,city_04,S04,53181,7,1,21,2025,4,9,46.354,54.0,52.33,11322.0,0
txn_0004591,card_0204,merchant_101,F,job_09,health_fitness,city_47,S09,12000,21,52,9,2025,3,2,45.769,32.0,18.57,534193.0,0
txn_0006459,card_0568,merchant_005,M,job_24,shopping_pos,city_09,S02,55625,7,4,3,2025,10,5,347.317,56.0,1319.24,4297.0,0
txn_0002865,card_0458,merchant_158,M,job_03,grocery_pos,city_00,S10,28475,5,35,51,2025,7,8,17.664,41.0,72.41,43530.0,0
txn_0005523,card_0524,merchant_110,F,job_08,health_fitness,city_44,S09,80986,13,49,13,2025,11,4,5.115,36.0,62.45,22837.0,0
txn_0000560,card_0191,merchant_019,M,job_14,food_dining,city_26,S08,25929,11,29,11,2025,11,2,8.055,54.0,51.91,32124.0,0
txn_0001886,card_0756,merchant_079,M,job_27,gas_transport,city_47,S11,96853,19,34,41,2025,12,12,6.94,51.0,245.12,7714.0,0
txn_0002922,card_0421,merchant_137,M,job_08,grocery_pos,city_09,S14,14263,10,26,52,2025,10,6,2.017,34.0,37.55,25345.0,0
txn_0001147,card_0528,merchant_128,M,job_08,travel,city_01,S11,59300,13,46,38,2025,9,9,108.602,70.0,499.6,83029.0,0
txn_0001613,card_0167,merchant_151,F,job_20,shopping_net,city_28,S02,77424,0,13,49,2025,1,20,27.11,39.0,193.22,23414.0,0
txn_0000176,card_0761,merchant_131,M,job_19,grocery_pos,city_21,S14,80624,15,17,11,2025,4,2,39.081,44.0,35.36,49718.0,0
txn_0002778,card_0395,merchant_044,M,job_16,entertainment,city_48,S11,40153,19,3,10,2025,8,27,43.537,32.0,96.3,23347.0,0
txn_0003014,card_0538,merchant_151,M,job_10,shopping_net,city_02,S13,89279,3,5,51,2025,4,9,11.463,78.0,41.14,30864.0,0
txn_0000074,card_0248,merchant_112,M,job_22,personal_care,city_45,S07,76637,17,16,54,2025,8,3,22.665,55.0,70.87,41744.0,0
txn_0006314,card_0497,merchant_167,F,job_20,health_fitness,city_29,S12,23206,18,22,27,2025,5,25,63.958,46.0,34.46,13751.0,0
txn_0007660,card_0727,merchant_113,F,job_18,grocery_pos,city_56,S13,48258,0,9,21,2025,11,16,37.839,48.0,54.07,30669.0,0
txn_0001692,card_0165,merchant_068,M,job_12,shopping_pos,city_44,S00,46748,14,50,10,2025,12,23,3.231,65.0,58.23,36140.0,0
txn_0004671,card_0334,merchant_040,F,job_20,travel,city_26,S01,26507,18,32,10,2025,11,22,4.118,42.0,149.13,6773.0,0
txn_0001895,card_0638,merchant_093,M,job_22,personal_care,city_50,S12,78350,22,6,31,2025,8,5,65.771,61.0,64.8,12420.0,0
txn_0003035,card_0455,merchant_197,M,job_15,travel,city_41,S12,44005,13,35,24,2025,7,23,40.505,36.0,166.79,18907.0,0
txn_0002736,card_0807,merchant_122,F,job_29,shopping_pos,city_15,S12,26737,18,48,2,2025,2,15,72.495,59.0,71.09,8537.0,0
txn_0003957,card_0187,merchant_033,F,job_31,food_dining,city_12,S00,11904,20,9,52,2025,12,13,30.688,53.0,58.68,71201.0,0
txn_0005660,card_0766,merchant_156,M,job_24,health_fitness,city_48,S08,24941,13,5,50,2025,10,3,160.177,64.0,412.26,36952.0,0
txn_0000766,card_0440,merchant_030,M,job_17,health_fitness,city_13,S07,39582,10,11,52,2025,6,2,68.083,52.0,94.6,29058.0,0
txn_0000666,card_0014,merchant_079,M,job_18,gas_transport,city_53,S07,77614,23,11,47,2025,3,13,15.495,32.0,119.23,32445.0,0
txn_0000526,card_0051,merchant_154,F,job_09,gas_transport,city_15,S01,16466,10,56,38,2025,4,15,481.278,43.0,562.41,9808.0,0
txn_0001581,card_0098,merchant_219,M,job_30,misc_net,city_44,S10,36062,19,5,3,2025,8,1,77.298,37.0,37.81,67830.0,0
txn_0005721,card_0812,merchant_039,M,job_28,misc_net,city_10,S01,40010,11,27,53,2025,8,1,12.631,38.0,141.58,15127.0,0
txn_0006425,card_0104,merchant_017,M,job_04,shopping_net,city_19,S02,95001,6,50,18,2025,10,4,6.019,49.0,78.45,37383.0,0
txn_0003672,card_0377,merchant_191,M,job_24,shopping_pos,city_28,S12,98857,3,5,57,2025,11,17,31.626,31.0,252.49,19481.0,0
txn_0002467,card_0405,merchant_150,M,job_21,gas_transport,city_47,S04,95766,5,14,11,2025,12,11,47.754,31.0,84.74,126514.0,0
txn_0000632,card_0490,merchant_032,M,job_09,travel,city_23,S00,76340,8,52,17,2025,1,19,42.635,26.0,222.55,23165.0,0
txn_0003688,card_0111,merchant_009,M,job_25,grocery_pos,city_53,S04,99893,18,9,55,2025,8,27,43.685,48.0,76.97,22891.0,0
txn_0001012,card_0372,merchant_040,F,job_29,travel,city_59,S03,21168,1,32,49,2025,9,8,29.472,65.0,217.98,72804.0,0
txn_0005272,card_0580,merchant_123,F,job_04,grocery_pos,city_10,S01,68777,5,17,27,2025,9,2,8.781,65.0,32.69,12923.0,0
txn_0001716,card_0891,merchant_198,M,job_28,food_dining,city_36,S04,27726,2,52,1,2025,11,8,9.196,35.0,29.8,8655.0,0
txn_0005459,card_0771,merchant_134,M,job_18,misc_net,city_55,S11,25297,8,24,29,2025,11,22,44.024,43.0,100.99,8722.0,0
txn_0005938,card_0169,merchant_129,F,job_00,travel,city_09,S03,40019,15,1,50,2025,5,21,11.714,55.0,107.71,10738.0,0
txn_0007513,card_0464,merchant_079,F,job_17,gas_transport,city_06,S01,78084,23,0,32,2025,8,7,17.721,38.0,59.68,96885.0,0
txn_0003158,card_0671,merchant_010,M,job_11,health_fitness,city_05,S03,57863,10,35,3,2025,12,2,29.046,35.0,215.36,6349.0,0
txn_0002323,card_0572,merchant_218,F,job_14,misc_net,city_03,S09,55585,1,46,47,2025,1,10,6.908,41.0,94.04,42923.0,0
txn_0004885,card_0039,merchant_022,M,job_16,grocery_pos,city_33,S05,65774,7,45,25,2025,10,9,39.343,40.0,18.13,174940.0,0
txn_0001210,card_0542,merchant_198,F,job_29,food_dining,city_32,S13,24699,0,0,44,2025,1,19,10.193,32.0,33.89,22241.0,0
txn_0004920,card_0744,merchant_113,M,job_04,grocery_pos,city_48,S13,43701,21,42,34,2025,1,23,41.893,42.0,20.99,26529.0,0
txn_0003092,card_0740,merchant_157,M,job_23,health_fitness,city_17,S14,14676,10,22,30,2025,12,27,11.488,67.0,56.39,6107.0,0
txn_0000104,card_0775,merchant_077,M,job_31,food_dining,city_19,S03,62574,19,53,29,2025,11,13,94.546,48.0,25.99,36379.0,0
txn_0006101,card_0578,merchant_000,M,job_07,health_fitness,city_59,S14,51421,15,48,46,2025,7,20,3.331,51.0,149.25,12247.0,0
txn_0004316,card_0066,merchant_013,M,job_19,food_dining,city_06,S05,63006,7,15,0,2025,1,11,18.605,53.0,89.82,10137.0,0
txn_0003263,card_0055,merchant_134,F,job_19,misc_net,city_51,S13,53342,3,29,20,2025,7,1,30.479,27.0,90.47,11198.0,0
txn_0000409,card_0382,merchant_182,M,job_12,entertainment,city_36,S04,70381,10,10,7,2025,2,16,3.412,43.0,138.05,64521.0,0
txn_0007167,card_0222,merchant_079,M,job_08,gas_transport,city_39,S01,59333,13,26,21,2025,12,14,40.946,66.0,26.41,28725.0,0
txn_0006949,card_0894,merchant_203,M,job_15,travel,city_56,S03,37652,19,42,57,2025,8,17,5.524,70.0,277.1,44440.0,0
txn_0007382,card_0638,merchant_064,M,job_22,shopping_net,city_50,S12,78350,21,39,20,2025,7,23,5.15,61.0,76.54,12420.0,0
txn_0001086,card_0222,merchant_047,M,job_08,personal_care,city_39,S01,59333,4,39,43,2025,3,26,37.761,66.0,94.23,28725.0,0
txn_0003235,card_0153,merchant_107,F,job_30,personal_care,city_27,S01,34221,23,14,57,2025,2,28,29.958,47.0,25.04,63967.0,0
txn_0004046,card_0711,merchant_002,M,job_04,food_dining,city_51,S14,87116,11,52,53,2025,7,19,17.329,70.0,37.56,17946.0,0
txn_0005758,card_0147,merchant_121,F,job_19,entertainment,city_55,S05,98653,23,31,52,2025,10,12,47.962,34.0,327.77,6312.0,0
txn_0004866,card_0167,merchant_173,F,job_20,misc_net,city_28,S02,77424,1,30,58,2025,7,18,14.988,39.0,109.75,23414.0,0
txn_0003184,card_0402,merchant_103,F,job_22,gas_transport,city_02,S00,13175,16,10,18,2025,9,23,12.864,43.0,56.37,45975.0,0
txn_0006301,card_0781,merchant_188,M,job_00,personal_care,city_27,S03,20366,23,38,24,2025,12,1,17.779,66.0,48.42,99371.0,0
txn_0006548,card_0110,merchant_168,F,job_08,entertainment,city_04,S07,42399,5,57,52,2025,11,13,7.173,56.0,67.9,25367.0,0
txn_0006255,card_0804,merchant_158,M,job_29,grocery_pos,city_45,S00,33511,9,33,14,2025,9,2,52.66,40.0,38.78,4826.0,0
txn_0002011,card_0517,merchant_202,F,job_14,shopping_pos,city_26,S06,21782,19,42,58,2025,4,4,2.29,46.0,85.93,12072.0,0
txn_0004292,card_0385,merchant_187,F,job_01,misc_net,city_17,S05,40575,20,16,5,2025,5,7,58.369,58.0,295.83,71781.0,0
txn_0002334,card_0286,merchant_105,F,job_04,shopping_net,city_43,S11,17488,18,36,56,2025,10,6,27.776,45.0,76.13,23779.0,0
txn_0006170,card_0730,merchant_110,M,job_18,health_fitness,city_54,S03,26659,11,19,3,2025,11,10,28.071,34.0,18.48,9251.0,0
txn_0002992,card_0445,merchant_177,M,job_31,gas_transport,city_49,S08,11239,16,36,56,2025,4,7,816.227,42.0,407.99,12720.0,1
txn_0004275,card_0868,merchant_166,F,job_02,shopping_net,city_04,S11,89983,6,10,1,2025,10,4,162.99,73.0,508.95,13121.0,1
txn_0007591,card_0881,merchant_059,M,job_10,travel,city_06,S11,36717,17,32,55,2025,7,25,12.945,28.0,165.21,18852.0,0
txn_0001914,card_0818,merchant_010,M,job_13,health_fitness,city_39,S10,74158,21,12,44,2025,7,7,5.476,49.0,70.46,30375.0,0
txn_0006818,card_0147,merchant_122,F,job_19,shopping_pos,city_55,S05,98653,1,50,28,2025,10,2,882.023,34.0,3168.29,6312.0,1
txn_0007680,card_0841,merchant_120,M,job_23,health_fitness,city_29,S08,41964,14,56,44,2025,10,22,14.58,42.0,47.52,17956.0,0
txn_0002179,card_0578,merchant_037,M,job_07,shopping_net,city_59,S14,51421,22,19,7,2025,10,11,21.408,51.0,273.08,12247.0,1
txn_0003967,card_0625,merchant_119,F,job_01,health_fitness,city_33,S11,26011,5,59,37,2025,3,12,6.238,42.0,180.89,97440.0,0
txn_0000701,card_0274,merchant_045,F,job_00,gas_transport,city_41,S00,65875,1,33,20,2025,10,23,16.995,31.0,34.3,24142.0,0
txn_0000272,card_0235,merchant_164,M,job_01,shopping_pos,city_50,S03,75232,8,55,0,2025,2,5,226.862,31.0,850.57,18373.0,0
txn_0000241,card_0634,merchant_127,F,job_26,food_dining,city_27,S01,33293,7,37,18,2025,5,30,34.56,51.0,30.63,26134.0,0
txn_0007594,card_0878,merchant_114,M,job_09,travel,city_34,S13,88244,7,0,39,2025,9,30,11.664,26.0,277.22,51243.0,0
txn_0005360,card_0623,merchant_158,F,job_04,grocery_pos,city_49,S09,57991,16,22,16,2025,3,15,9.4,30.0,47.4,60550.0,0
txn_0007424,card_0771,merchant_217,M,job_18,personal_care,city_55,S11,25297,18,12,3,2025,11,29,546.263,43.0,445.19,8722.0,0
txn_0006575,card_0259,merchant_089,M,job_10,health_fitness,city_24,S07,49525,20,56,26,2025,10,26,29.711,18.0,71.8,28728.0,0
txn_0000613,card_0263,merchant_215,M,job_17,entertainment,city_43,S01,64935,9,6,31,2025,2,21,32.01,27.0,52.99,9621.0,0
